Gene,Transcript
132130,557970
132130,559572
132130,589584
270075,472915
168913,399775
141150,268864
141150,587350
228261,434792
6071,526037
6071,531642
6071,389817
6071,526168
6071,525022
6071,532220
6071,528374
6071,527905
6071,531891
6071,531137
6071,524561
6071,526921
6071,529967
6071,530147
6071,531911
6071,532728
6071,528202
6071,526002
6071,302539
206187,383019
206187,557171
197020,358296
197020,305570
197020,594401
197020,598026
197020,596452
258208,547788
262608,570558
58272,450142
58272,437004
58272,546762
58272,550903
58272,547253
58272,550351
58272,550299
58272,546369
58272,550107
58272,548908
58272,552892
58272,550369
58272,551781
58272,553081
58272,547330
58272,550007
58272,547131
58272,550001
58272,550510
58272,551191
58272,548318
58272,261207
266022,583603
255913,544597
261990,572025
258191,546879
235372,421220
206461,383532
111181,359674
111181,545058
111181,424061
111181,536824
111181,542825
111181,535498
111181,544782
111181,538272
111181,540094
111181,538580
111181,536116
111181,537793
111181,535347
111181,537826
111181,538424
111181,397296
111181,428720
215621,457257
266557,583999
205856,382097
205856,467813
205856,490640
235722,433585
119969,419900
119969,348459
119969,462057
119969,466552
119969,371327
119969,464030
119969,475263
119969,394045
119969,371332
119969,394044
119969,394036
119969,239026
265674,581614
236798,420521
31691,335783
227080,446669
229478,422054
236729,435219
236729,419861
236729,439166
206458,471399
206458,462905
206458,376289
206458,472672
206458,489608
206458,549149
267075,591705
229403,414409
101126,371602
101126,349014
101126,396029
101126,396032
101126,534467
230339,451011
166948,202625
166948,381423
166948,477505
242650,473305
272724,575924
233960,441295
263946,583797
263946,579603
198521,594012
198521,595461
198521,354959
198521,598381
198521,599906
198521,596899
198521,598288
198521,593551
198521,593886
198521,599414
198521,594312
17260,505330
17260,504381
17260,507488
17260,509150
17260,510168
17260,508532
17260,504948
17260,513801
17260,505072
17260,509662
17260,328560
17260,428331
17260,359644
17260,422190
17260,508297
17260,504612
17260,513636
17260,515854
17260,514654
17260,504571
17260,508660
17260,510774
17260,507194
17260,393221
17260,533801
253028,517219
179833,313349
179833,476805
179833,608423
158158,377075
158158,482716
158158,496186
158158,493384
158158,540067
163599,302823
163599,295854
163599,487393
163599,472206
163599,427473
249434,509875
269464,601705
238506,459429
186470,532865
186470,530653
186470,527417
186470,524682
186470,528222
186470,524459
186470,532627
186470,527422
186470,356386
186470,528541
186470,377708
186470,396948
186470,532994
186470,532294
186470,531055
186470,527639
186470,604202
186470,396934
186470,508906
234304,429458
122756,351266
122756,378980
122756,417345
172901,504467
172901,357872
172901,514509
172901,503329
172901,512314
172901,503203
172901,515454
172901,512413
172901,506279
172901,395528
132139,254466
132139,587565
204913,377924
158104,289004
158104,543163
158104,543869
158104,542159
158104,535114
168757,320701
168757,383042
168757,470569
168757,464674
213549,449226
235727,453219
235727,417148
235727,423157
235727,429862
235727,438668
235727,414569
235727,448291
235727,421520
224273,449786
153113,509602
153113,505143
153113,338252
153113,508830
153113,511097
153113,395812
153113,515160
153113,507487
153113,421689
153113,510756
153113,507836
153113,512620
153113,514845
153113,510245
153113,506811
153113,514055
153113,508608
153113,341926
153113,505402
153113,511049
153113,309190
153113,510156
153113,508117
153113,504221
153113,509903
153113,511782
153113,504465
153113,513666
153113,508197
153113,348386
153113,504532
153113,515063
153113,510500
153113,437034
153113,508579
153113,509259
153113,503828
153113,515663
153113,484552
153113,512191
153113,510098
153113,509529
153113,395813
153113,359176
153113,325674
228829,449614
228829,437494
139329,266718
139329,548071
139329,546642
116205,498272
116205,234827
116205,371331
231233,435434
117707,471129
117707,498508
117707,366958
117707,607726
117707,607425
117707,435016
117707,261454
128253,400237
128253,489846
128253,248980
128253,248983
128253,400236
238620,458914
7047,587566
7047,262891
7047,300843
7047,592762
7047,590909
7047,588533
7047,588621
7047,592207
7047,590897
263569,583729
135636,409762
135636,409582
135636,429174
135636,413539
135636,258104
135636,409651
135636,394120
135636,409744
135636,409366
135636,410020
135636,410041
135636,461565
135636,475076
135636,479049
135636,493767
135636,472873
135636,494501
135636,487180
135636,468173
225768,447860
213548,395416
223970,418013
233980,453932
237761,450054
250614,479299
227344,421150
226387,449805
156162,522422
156162,520774
156162,414645
156162,519353
156162,519176
156162,521525
156162,523020
156162,522669
237727,414149
237727,462008
237727,454573
237727,459762
237727,470141
237727,419376
71889,359889
71889,369643
71889,447601
71889,322269
71889,469041
71889,419205
71889,369641
71889,393572
71889,475657
71889,449971
71889,416319
71889,426266
71889,440318
71889,457212
71889,412894
71889,421517
71889,497506
71889,442929
71889,492763
71889,433619
71889,434658
258965,557200
250778,513375
168310,393593
168310,505067
168310,502750
168310,507523
168310,512020
168310,510814
168310,506230
168310,509274
168310,504340
130811,253108
130811,593054
130811,590158
130811,589454
130811,587146
130811,588709
130811,589009
130811,587590
130811,593066
130811,589674
130811,593095
130811,587993
130811,586151
130811,590940
130811,589458
130811,587681
130811,587168
130811,592485
130811,590647
271194,603490
207068,384340
199629,362759
233477,450091
238560,362637
222154,410222
212604,391302
105146,415300
105146,302804
105146,601799
105146,599062
105146,598785
105146,596375
105146,594599
105146,448930
230305,447046
234105,457372
258931,557426
213260,419975
228627,412800
229466,447757
185040,515340
185040,338590
259150,556213
259150,556159
259150,557523
259150,557672
259150,553382
188672,294413
188672,340849
188672,349320
188672,527747
188672,346452
188672,349438
188672,527187
188672,533771
188672,495048
188672,413854
188672,455194
188672,374352
188672,243186
188672,425135
232326,426977
232326,457634
232326,486525
232326,490573
229775,449761
229775,424701
229775,452286
229775,426752
91010,230732
232232,457978
258374,548996
229149,423190
157322,393701
157322,568461
157322,568102
157322,288040
157322,565705
157322,565245
157322,561889
157322,449317
223560,417446
167914,301659
167914,577447
257249,551853
235160,451579
235160,450324
137807,559279
137807,395392
137807,352331
137807,561089
137807,558346
137807,560042
137807,558585
137807,559283
137807,559456
137807,558303
137807,560125
137807,559944
137807,260363
137807,537891
129270,587687
129270,587639
129270,589103
129270,589061
129270,590643
129270,587923
129270,593125
129270,250144
257690,548854
258149,552095
235518,451816
257535,551410
135914,258400
212670,391366
131171,373212
131171,481106
131171,463546
131171,474113
257901,546980
252391,516582
100191,266086
242793,478962
267355,591685
236727,430706
267601,587434
157211,530059
157211,371330
259122,557500
203972,371197
203972,545705
112164,373256
131389,490683
131389,427436
131389,454876
131389,458124
131389,416216
131389,428884
131389,435095
131389,484191
131389,452775
131389,452151
131389,360861
138028,440612
138028,402550
138028,402394
138028,405600
138028,312734
138028,404694
138028,467539
138028,452318
138028,260595
257651,547251
108604,448276
108604,323347
108604,225742
108604,450364
108604,584483
108604,584400
108604,578234
108604,581832
108604,580054
108604,577686
108604,577990
258070,548189
257686,552617
256407,525949
256407,311841
135218,435819
135218,480599
135218,309881
135218,534394
135218,526804
135218,478292
135218,438020
135218,436384
135218,428497
135218,441109
135218,482059
135218,394788
135218,447544
135218,426978
135218,413265
135218,419819
135218,441034
135218,464213
135218,488048
135218,432207
135218,538969
135218,433696
135218,544133
215002,399415
257659,546372
258025,548502
225382,417317
185448,346193
200626,363756
257416,548008
248835,536061
258243,552088
257945,549170
147027,275954
157020,492602
157020,397109
157020,337354
157020,350697
157020,479868
157020,397117
157020,383801
157020,477547
157020,476597
157020,490283
157020,482647
157020,397105
157020,431352
157020,397102
157020,397101
157020,397099
157020,428626
157020,445064
157020,432213
258094,549693
197261,414696
197261,371194
197261,424426
197261,415078
197261,526429
197261,530382
197261,529246
257693,552073
206460,383531
128276,397468
128276,249007
128276,382088
236100,446707
231860,421805
143499,491455
143499,471645
143499,460580
143499,366957
143499,484459
143499,416415
143499,415093
125835,381342
125835,438552
125835,474384
125835,339610
237108,426735
253883,521488
228147,431426
271201,605005
189132,329357
113649,507175
113649,296702
113649,394421
113649,549332
113649,513298
113649,510724
113649,509810
113649,515203
113649,506524
113649,505285
113649,504116
113649,509787
113649,514567
113649,514719
113649,503741
113649,511077
221180,408253
200079,363209
206459,383530
253996,520338
258103,550622
107164,467100
107164,319725
107164,465949
107164,487406
107164,472006
107164,492199
164967,378959
164967,297613
266548,578117
253957,520721
141497,433935
141497,574829
141497,592813
141497,573751
141497,571782
141497,269289
230616,440658
230616,550294
419,371588
419,466152
419,371582
419,494752
419,371584
419,413082
419,371583
253345,517888
215883,420054
215883,421415
215883,490863
215883,528287
215883,534324
215883,287899
215883,493530
215883,462299
215883,497820
215883,419823
215883,542737
215883,537208
215883,401046
254045,518246
205628,380970
196767,373200
229981,598903
229981,593666
229981,596263
229981,594566
229981,601410
229981,425050
229981,597243
229981,594427
229981,597234
229981,601212
229981,596000
229981,601466
229981,601505
229981,607995
229981,595603
229981,600953
238275,451621
189023,399988
189023,399992
189023,399987
189023,399989
189023,399985
205853,382084
205853,400234
205853,461833
205853,382086
205853,577714
135931,349938
135931,482392
135931,440107
135931,483477
135931,469789
135931,444285
135931,436339
135931,467698
135931,424740
135931,446447
135931,481520
135931,428662
135931,486787
135931,488821
222355,410423
229084,458560
229084,415154
229084,598484
204371,478491
204371,461880
204371,494816
204371,480912
204371,395728
204371,375528
204371,375530
204371,375537
204371,436026
204371,477678
204371,463484
204371,465429
270535,604436
271306,604990
233965,450413
232418,426503
183035,329312
232671,494138
232671,447795
235454,456660
265849,580417
225287,431179
259207,559488
259207,571680
259207,573377
259207,435993
238131,418679
160321,599916
160321,601773
160321,397126
160321,599723
160321,597040
160321,601993
238126,447476
231427,458615
231427,426205
253441,518224
266231,578738
124920,537766
124920,278836
124920,265460
124920,389602
124920,536352
124920,537318
124920,546247
124920,539361
124920,327797
221995,359450
221995,408971
236912,424498
264393,463759
253367,522143
122126,486673
122126,371113
122126,357121
122126,463271
238354,459440
263864,578807
225256,426293
205485,418663
205485,450661
205485,423084
205485,429707
213673,444439
266300,583619
253462,520387
232266,441686
165164,297866
165164,493930
213609,452821
253482,518751
266653,581845
224223,456049
136141,311191
136141,443945
136141,389798
136141,389797
136141,463929
136141,478412
254326,522512
223856,443911
105967,265440
105967,320239
105967,462828
105967,393485
105967,484212
105967,497829
105967,474337
105967,465322
105967,457268
234216,446999
226426,451946
267491,591108
228735,439027
254214,519887
253464,520707
250565,524249
250565,306448
250565,522587
250565,524188
250565,505245
250565,522219
235004,430729
200471,363601
235489,412976
235489,542414
235489,599100
266711,583980
266435,584237
232612,431058
235135,433741
266665,577633
253491,522218
234707,439413
214105,397549
253587,517460
227384,458158
252054,516245
252426,516617
31003,33079
31003,425075
31003,420893
31003,513640
31003,505281
31003,514310
31003,502471
31003,509596
31003,508403
31003,505961
31003,510804
218586,407916
72133,262752
72133,495332
72133,460730
72133,543399
137100,472418
137100,479399
137100,421919
137100,341694
137100,259632
137100,477738
137100,481438
137100,472074
137100,378913
137100,378911
137100,378916
137100,447983
231141,417334
264998,580281
253149,521012
134138,338564
134138,561208
134138,397624
134138,560702
134138,314177
134138,559085
134138,560570
134138,557796
134138,397620
134138,424352
134138,559972
134138,561264
134138,561284
134138,559371
134138,557992
134138,558643
134138,559561
134138,559408
134138,607277
134138,561163
134138,606653
134138,561422
134138,560617
134138,560697
134138,558313
134138,559129
134138,382766
134138,444725
134138,340545
134138,219869
112077,371175
112077,229810
239173,459036
254289,519182
237577,454985
237577,446925
237577,412018
262768,570512
100916,216807
100916,552677
100916,547420
100916,548758
100916,551774
100916,552849
100916,543183
232614,429406
181577,442114
181577,336600
181577,439969
181577,448947
224057,442411
254203,524010
197134,435820
197134,594363
197134,597927
197134,594947
197134,597796
197134,596471
197134,600162
100220,216038
100220,498434
100220,476619
100220,485373
100220,487704
100220,463455
100220,451746
143373,443959
143373,336715
143373,449313
143373,324048
143373,426871
143373,459919
143373,436614
143373,368879
158856,522148
158856,523300
158856,519959
158856,519850
158856,443491
158856,518816
158856,517600
158856,523782
158856,520856
158856,523623
158856,520174
158856,517804
158856,265800
158856,517418
158856,523266
158856,519907
158856,517305
158856,522340
158856,519333
158856,381470
158856,432128
158856,358242
158856,415253
237210,425993
226343,440418
108270,225402
108270,592751
108270,589579
108270,593084
108270,588486
108270,592219
108270,587618
108270,590321
108270,586981
230564,452941
134444,256858
134444,398130
134444,587725
134444,590713
134444,592479
134444,591227
134444,588446
134444,586920
134444,587764
134444,587198
134444,587714
134444,593217
264180,584005
132275,254605
132275,534343
132275,526352
132275,533907
132275,530762
154768,586491
154768,588628
154768,285023
233089,455129
233089,429668
233089,442671
233089,446913
233089,453957
233089,431024
231631,435978
231631,438442
231631,458543
231631,462167
231631,496351
227345,402038
227345,492350
227345,497481
158234,470889
158234,338446
158234,360570
158234,393035
158234,491175
158234,393034
158234,464668
158234,479848
158234,464912
11465,52754
11465,548218
11465,552962
11465,420120
11465,441303
11465,547568
11465,546391
11465,456569
11465,550758
11465,547937
11465,552145
11465,550563
11465,549513
11465,546370
11465,546745
11465,550099
11465,551354
11465,548768
11465,228329
11465,303320
11465,393155
11465,425043
168763,377060
168763,305510
168763,465224
168763,494595
168763,480035
230936,421633
116221,487096
116221,360840
116221,605337
116221,490670
116221,398219
116221,336230
176034,378660
176034,313548
223475,454777
233977,421500
234642,454566
234642,437792
234642,550364
231394,449899
234844,448566
237334,425337
257879,547569
263423,578166
231580,425426
197530,520777
197530,355826
197530,518681
197530,505820
197530,479659
197530,489635
197530,511502
197530,477990
197530,514363
197530,487053
197530,502470
197530,378712
197530,507082
197530,463492
197530,510793
197530,504599
197530,507229
197530,503789
197530,378708
197530,506488
197530,512004
197530,508455
197530,514234
197530,467597
197530,508148
197530,486072
197530,505370
197530,473511
197530,464570
197530,483015
197530,511910
197530,470373
197530,357210
197530,360522
197530,378710
119729,465198
119729,238738
119729,432183
119729,489471
119729,482449
119729,473428
119729,494370
119729,489448
234260,423657
169957,380412
169957,562803
241596,491321
243359,470970
227577,419518
61676,361354
61676,360982
61676,477988
61676,478449
61676,471640
61676,492058
61676,493359
61676,495619
240922,490351
115902,493121
115902,471551
115902,531327
115902,234256
115902,480594
130711,253008
241397,497854
235657,457879
235657,438861
235657,468666
235657,453975
235657,487534
235657,460542
235657,470534
235657,547271
226071,424653
226071,487800
241156,491078
100629,554502
100629,556061
100629,555265
100629,553717
100629,557377
100629,554728
100629,554827
100629,216517
100629,555529
100629,556042
100629,554298
100629,557411
100629,556981
100629,554368
100629,556800
100629,281129
100629,327841
206457,417776
206457,400412
206457,400406
206457,383527
206457,496505
206457,472432
206457,482045
206457,429943
206457,465277
206457,439820
206457,425500
206457,412577
206457,456712
206457,437027
206457,498695
206457,470755
198406,473537
198406,409521
198535,355522
170412,582444
170412,392627
170412,342648
170412,481232
170412,392628
170412,582473
170412,392629
170412,581590
170412,582873
170412,482723
170412,577663
172023,454188
172023,305089
172023,479258
172023,476554
172023,469052
205081,378653
205081,446478
205081,378657
90857,288050
90857,561920
90857,398122
90857,568530
90857,565186
90857,562100
90857,569042
90857,563930
90857,567046
90857,564563
90857,567896
90857,542659
169955,395094
169955,252799
169955,568028
169955,535210
231895,424920
205502,380392
217281,406789
217281,552969
145555,513610
145555,515803
145555,505695
145555,513882
145555,506343
145555,512061
145555,510401
145555,508318
145555,511972
145555,502436
145555,507288
145555,274203
145555,427430
105516,222122
105516,599385
105516,594723
105516,593500
105516,601104
119760,337768
119760,406540
119760,405491
119760,464789
119760,404798
169964,302392
169964,477126
228740,439938
125851,377899
125851,262545
125851,536609
125851,470007
125851,459871
262245,575308
262245,574527
262245,573299
253440,517703
214254,438334
113845,494664
113845,493694
113845,264244
113845,486418
113845,492164
113845,466984
113845,463927
113845,498399
113845,469324
253325,519200
200326,363456
258624,554978
261426,567953
253240,520848
258970,557025
91428,484331
91428,397081
91428,409036
91428,464976
91428,397087
91428,473003
91428,473043
91428,466030
91428,473182
91428,459852
91428,397085
91428,484645
91428,264111
91428,538974
91428,540783
91428,539331
91428,535187
130713,491115
130713,372358
130713,430138
130713,490641
130713,372352
130713,372351
130713,372350
130713,463488
130713,495699
130713,467138
130713,546165
259152,553919
179912,393811
179912,347140
179912,402412
179912,429355
179912,403821
179912,548161
179912,546843
179912,466401
179912,547262
179912,547019
179912,552428
179912,551465
179912,448732
179912,413953
179912,358907
179912,441731
253359,518544
259168,556642
259168,557170
214243,423648
172660,588240
172660,590273
172660,592969
172660,588441
172660,587272
172660,591957
172660,590051
172660,592237
172660,311979
172660,591527
172660,591763
172660,586970
172660,585577
172660,586593
172660,586104
253989,521454
258594,553822
253467,520963
258853,553644
73350,580578
73350,167462
73350,375227
73350,392550
73350,578363
73350,579392
73350,577200
73350,578536
73350,580925
73350,581713
73350,583658
73350,545227
73350,582860
73350,580027
73350,578638
73350,577500
73350,578719
73350,579092
73350,583514
73350,582393
73350,578034
73350,577211
263192,573263
263192,575136
263192,574276
263192,571659
263192,574118
263192,583749
263192,573305
263192,581628
263192,576531
263192,572939
232394,419100
228757,413798
228992,454085
174196,311663
253294,517316
253705,519687
198173,358047
256338,544920
163810,490928
163810,296125
163810,471637
163810,422219
163810,495844
163810,459830
205143,378909
243958,439630
243958,438515
243958,488916
243958,434471
243958,423563
243958,478114
228966,455653
261401,566500
163558,295797
163558,488541
163558,493761
163558,482353
163558,476635
163558,485837
163558,483697
160191,460905
160191,472401
160191,335512
160191,470987
160191,291539
160191,490803
160191,486902
160191,380328
160191,495521
160191,398232
160191,462571
160191,398234
160191,398236
160191,468805
160191,328862
160191,335440
160191,398225
160191,497805
160191,398229
160191,398227
160191,460989
160191,467403
160191,349112
160191,398224
160191,467162
160191,495343
160191,489319
160191,466472
160191,539837
145050,528157
145050,446668
145050,470900
145050,482262
166333,299421
166333,532063
166333,527327
166333,420936
166333,526114
166333,527394
166333,527121
166333,528995
166333,534565
166333,396751
166333,526318
166333,524735
166333,528784
166333,534706
166333,530016
166333,526711
166333,537806
254228,520410
139684,378720
139684,378697
139684,412582
139684,471867
139684,495654
261561,568969
63180,84798
63180,599267
63180,594088
63180,596080
239815,461420
269529,598429
184451,332438
184451,591765
184451,591568
181444,484747
181444,302017
237850,564897
237850,568624
237850,424531
116001,433529
116001,415783
116001,282574
116001,445587
116001,486392
116001,495774
116001,454815
116001,468787
116001,482876
116001,497672
116001,477415
116001,496096
116001,484065
116001,416149
116001,474699
116001,474809
116001,477044
116001,361692
116001,496452
116001,481650
214556,398575
115386,488524
115386,233735
115386,461579
115386,485184
204524,354309
204524,414468
204524,535550
262088,570603
262088,573025
262088,573464
262088,572434
262088,574244
262088,575083
262088,574076
168143,306858
130962,378628
130962,491253
130962,466533
130962,484460
130962,449135
130962,463135
130962,470290
130962,542554
130962,543642
239857,265857
239857,412734
239857,407192
239857,441491
239857,426056
239857,483469
239857,464468
272899,609480
147955,378892
147955,353468
147955,277010
147955,477726
147955,461426
147955,497006
147955,478146
221401,408474
224163,469533
224163,433622
185958,543111
185958,539751
185958,327337
185958,543096
182095,399537
182095,328270
182095,464852
182095,455076
182095,497663
182095,440081
182095,413081
182095,434361
182095,399434
182095,430969
258847,554907
198130,399855
198130,392332
198130,359678
198130,486981
198130,410045
198130,416732
198130,489147
198130,409820
198130,392333
198130,485992
198130,414928
198130,409934
198130,489269
198130,495792
257165,546865
257165,547089
163600,316386
163600,435193
171914,561322
171914,561197
171914,561311
171914,474847
171914,494733
171914,559908
171914,489129
171914,472902
171914,467297
171914,559174
171914,306829
257564,546724
253597,522649
253588,521827
257948,546563
261497,565703
187156,433371
187156,449670
187156,334298
257191,548384
197714,537645
197714,360338
197714,599602
241273,465782
164941,522171
164941,523808
164941,521860
164941,519457
164941,519053
164941,524333
164941,523731
164941,523321
164941,343161
164941,523206
164941,520526
164941,520845
164941,520315
164941,517918
164941,520853
164941,519736
164941,521155
164941,522261
164941,523352
164941,523998
164941,447247
221050,408123
257894,549527
257894,550268
257894,553165
261524,561950
125691,394332
125691,394333
125691,479035
125691,245857
125691,584912
125691,584583
125691,577407
125691,470646
125691,378096
125691,577760
125691,584056
266039,583920
144579,491064
144579,443891
144579,492545
144579,473420
144579,498160
144579,273062
144579,497677
144579,494067
144579,452977
144579,428361
144579,496785
144579,431127
144579,488627
144579,482272
144579,464255
157216,326956
157216,528930
157216,417664
157216,371320
157216,371319
157216,533946
157216,357475
157216,426150
157216,444533
157216,420121
157216,530618
157216,533209
157216,525990
157216,528787
157216,448572
168350,305631
168350,553834
168350,557117
260159,564639
267619,589939
267619,592617
267619,592821
267619,592469
267619,591486
267619,589948
267619,588102
267619,592924
267619,589243
267619,591507
267619,588678
267619,591170
267619,592865
267619,586000
142233,270235
142233,596844
142233,600468
261365,563970
224748,489513
224748,428324
224748,470021
250349,465127
263964,578671
137252,370862
178229,321545
260053,566803
106479,223210
106479,489820
106479,460379
106479,488265
106479,466435
106479,478024
149305,260191
149305,537778
149305,543092
174194,602930
174194,425119
174194,479304
174194,470172
174194,484805
174194,482521
238607,458870
244424,489494
261041,567691
147036,378621
147036,378619
102468,378688
102468,543956
102468,542664
181135,532003
181135,525185
181135,534303
181135,533031
181135,525619
181135,528456
181135,529833
181135,530574
181135,531985
181135,527293
181135,533254
181135,442058
181135,525538
181135,358656
181135,532571
181135,534589
181135,531811
181135,532486
181135,527561
181135,526970
181135,532158
181135,528134
181135,525862
181135,526315
181135,532205
181135,530341
181135,531254
181135,508587
181135,454097
181135,418203
227717,567652
227717,419645
153093,389811
153093,439055
153093,340561
153093,448863
153093,461340
153093,417074
153093,433706
153093,443586
153093,441974
153093,496981
125864,377873
125864,377868
125864,492424
125864,473415
125864,536626
125864,544874
184459,397452
184459,397450
184459,300399
184459,432451
184459,534972
131845,443917
131845,598744
131845,282286
131845,391705
124217,244051
141655,269485
141655,586569
141655,592013
141655,587697
152104,366956
152104,473261
152104,486173
152104,491277
152104,543945
185250,521072
185250,447468
185250,440797
185250,520723
185250,417394
185250,518648
185250,524031
185250,424445
233900,432217
47597,378616
176920,522966
176920,425340
176920,522283
176920,391876
97007,372348
97007,393293
97007,318560
270648,604072
130816,586588
130816,592705
130816,340748
130816,591798
130816,588913
130816,359526
130816,589294
130816,587197
130816,589538
130816,589351
130816,593049
130816,587604
130816,589091
130816,591239
130816,586667
130816,586799
130816,585843
130816,589349
130816,591764
130816,585920
130816,586988
130816,588952
130816,588118
130816,592342
130816,592054
130816,590619
130816,586800
130816,586086
130816,540357
216740,404883
224714,425902
26559,371571
26559,506387
26559,439216
26559,424171
26559,433903
26559,447736
26559,396017
152433,595335
152433,282282
152433,599604
152433,597567
270754,604859
262676,577093
262676,586294
262676,587952
262676,572996
262676,587116
262676,586306
262676,587792
262676,590663
262676,586062
262676,591582
262676,585401
227173,436904
196109,397121
242241,492941
221249,408322
244556,459650
231183,472463
231183,439318
213218,392886
213218,336844
213218,560142
213218,559928
213218,558516
213218,345366
233724,441175
263778,578098
231087,429043
249032,504412
249032,512141
236280,421583
225703,434531
196350,601693
196350,357491
230359,491343
230359,453581
257832,547907
186704,425797
186704,162863
186704,440837
165168,378588
165168,492288
165168,545017
165168,536160
256060,543226
256060,596755
238733,459605
249814,502477
260444,566048
263532,581754
261581,562845
180992,372014
197360,357774
197360,593657
197360,601553
197360,593802
197360,599879
268133,597658
176909,318083
176909,356751
176909,594582
176909,599703
176909,595591
176909,419611
176909,377367
108344,264639
108344,415039
108344,540504
108344,580980
108344,485835
108344,541736
171723,315266
171723,478722
171723,459628
171723,543237
171723,555668
171723,556633
171723,557654
171723,553936
171723,556020
171723,544752
171723,555456
171723,556501
171723,555527
171723,555503
171723,557678
171723,556240
171723,305960
104365,520810
104365,520320
104365,517890
104365,519733
104365,519735
104365,523105
104365,520835
104365,517917
104365,518679
104365,342222
104365,518983
104365,520201
104365,517388
104365,518647
104365,521661
104365,520655
104365,517812
104365,522147
104365,523517
104365,522545
104365,517502
104365,522785
104365,519938
104365,522133
104365,523018
104365,523599
104365,521225
104365,522103
104365,416505
104365,379708
163798,326019
163798,427424
163798,492196
265479,584900
265479,579700
108255,225387
108255,484605
108924,226067
108924,430986
108924,573945
108924,575345
108924,570962
108924,572002
108924,573020
108924,572234
108924,573422
108924,575868
108924,575307
166736,504030
166736,506841
166736,510849
166736,299961
166736,502622
166736,355556
166736,375498
166736,535865
135338,369846
135338,392959
135338,467898
166963,382031
166963,300231
166963,399453
213930,605275
213930,468099
213930,554550
213930,473506
213930,557541
213930,554139
213930,473529
213930,378842
213930,472111
213930,465543
213930,554897
213930,554944
213930,489643
213930,555020
213930,554085
213930,487381
213930,554638
213930,555214
213930,556403
213930,555086
213930,554330
213930,556494
213930,485531
213930,557706
213930,556157
213930,556244
213930,555754
213930,488412
213930,450095
125868,246069
125868,474024
125868,449141
155034,415009
155034,382368
155034,458142
155034,453700
51382,477593
51382,469284
51382,462898
51382,481749
51382,493568
51382,487552
51382,473435
51382,485060
51382,462294
51382,483968
51382,461451
51382,465581
51382,289153
51382,544716
136758,326799
136758,376016
136758,463270
136758,491542
136758,427324
136758,396296
136758,477432
136758,375972
229676,456783
136143,493152
136143,484941
136143,481279
136143,378654
136143,467222
136143,434484
136143,433022
136143,497202
136143,470760
136143,534875
136143,543413
136143,544100
206149,507787
206149,529624
206149,529537
206149,524476
206149,529353
206149,530420
206149,528584
206149,569226
206149,382946
206149,542073
206149,383034
188785,366197
188785,596282
188785,597400
188785,598895
188785,336128
188785,602086
188785,600442
188785,597047
188785,594693
188785,594668
188785,600927
188785,597576
105963,265846
105963,446141
105963,478000
105963,495809
105963,453175
105963,437486
105963,454383
105963,453823
105963,481406
105963,463358
105963,477906
105963,488527
105963,435943
105963,495686
105963,539900
105963,449296
139132,534526
139132,550091
139132,531134
139132,472289
139132,494275
139132,497153
139132,493087
139132,551984
139132,427716
139132,473513
139132,395740
139132,479023
139132,546442
139132,583694
139132,525053
139132,494977
139132,266482
139132,381025
235207,416519
231317,432235
143393,368874
143393,368875
143393,368873
143393,529142
143393,368872
143393,455060
143393,446339
143393,489889
143393,469239
143393,430800
143393,460323
143393,489223
143393,438243
143393,271657
213973,596209
213973,397104
106628,406581
106628,489883
106628,223361
106628,452185
106628,436400
106628,436844
106628,481104
106628,433715
106628,463464
106628,470867
106628,464871
106628,461116
106628,467469
106628,456038
106628,418438
106628,496539
106628,481763
143994,489120
143994,448950
143994,316470
143994,420647
143994,416071
143994,496739
116117,415947
116117,406610
116117,462231
116117,471958
116117,358768
116117,351153
116117,349953
116117,489565
116117,465890
116117,494482
116117,488622
243197,496154
243197,477539
243197,609361
243197,477805
243197,466856
243197,496242
243197,466156
176826,455909
176826,441699
176826,324256
238890,458833
82126,409474
82126,315506
82126,396886
82126,428900
82126,409143
82126,447335
82126,409818
82126,486212
82126,483841
82126,602867
82126,359962
221788,408861
161813,550522
161813,429001
161813,548174
161813,548697
161813,548993
161813,398473
161813,522085
161813,518444
161813,551886
161813,523389
161813,518561
161813,347328
161813,550260
161813,517559
161813,552445
161813,520064
161813,521120
161813,293618
100225,266087
100225,420700
100225,425028
100225,492535
100225,452138
100225,397426
100225,444207
100225,465418
100225,484607
100225,382058
266390,578799
263757,582521
257604,553028
137216,259746
137216,532634
137216,534326
137216,525294
137216,371893
137216,497371
137216,525873
137216,527188
137216,533121
137216,323267
198478,369838
265433,580126
269067,594710
269067,599851
242385,487512
230574,421958
182676,330261
182676,573182
182676,570394
112462,396806
200372,363502
252857,517048
265950,580233
243014,397729
237006,445238
188710,343079
154781,463438
154781,383794
154781,303688
154781,465759
154781,476763
255181,533508
255181,542437
227966,411921
134825,535042
134825,537328
134825,541893
134825,545210
134825,257262
134825,535297
134825,543510
134825,540434
151360,252505
151360,476389
151360,471711
168787,383555
183850,593635
183850,597761
183850,599195
251608,514827
141664,269499
141664,588676
141664,585873
141664,591632
141664,586834
141664,591435
141664,585949
141664,587612
141664,591145
141664,590840
172016,409839
172016,305165
172016,490901
172016,464746
172016,393878
226941,470460
226941,250831
226941,414629
226941,445779
118402,369816
238331,459144
137818,260379
137818,357790
137818,487304
137818,560274
137818,488122
262772,576963
196081,418100
196081,597537
196081,597037
104866,593240
